Name 	Vol. 	Place 	Date 	Reference 	Relationships 	Update 	Id
Διονύσιος 	V6	Berytos,	-125--100	ID 2629 A; 		2018-03-14 	
Διονύσιος 	V6	Sidon,Histiaia-Oreos	PF3B	IG IX (2) 1187; 		2018-03-14 	
Διονύσιος 	V6	Berytos,Kos	P3_2B	IG XII (4) 454 C; 		2018-03-14 	
Διονύσιος 	V6	Berytos,Kos	-169--169	IG XII (4) 454 C; 	child of Διονύσιος	2018-03-14 	
Διονύσιος 	V6	Antiocheia,Kos	hellenistic	IG XII (4) 1393; 		2018-03-14 	
Διονύσιος 	V6	Laodikeia,Delos	P2-1B	EAD XXX 452		2018-03-14 	
Διονύσιος 	V6	Damaskos	P6_7A	Sophr +Mir. 54		2018-03-14 	
Διονύσιος 	V6	Phoenicia	PF6A	Procop +Arc. xii 6		2018-03-14 	
Διονύσιος 	V6	Tyre,Oropos	-190--175	IOrop 209; Hyettos p. 318	child of Ἀρίστων	2018-03-14 	
Διονύσιος 	test	Palmyra-Tadmur	75-125	IGLS_XVII.1 163; IGLS_XVII.1 423; IGLS_XVII.1 424		2018-03-14 	
Διονύσιος 	test	Palmyra-Tadmur	150-180	IGLS_XVII.1 427; 	child of Ζαβδααθης	2018-03-14 	
Διονύσιος 	test	Palmyra-Tadmur	200-220	IGLS_XVII.1 429; 	other relative of Διονύσιος	2018-03-14 	
Διονύσιος 	test	Petra	-31-310	IGLS_XXI_4 59; 		2018-03-14 	
Διονύσιος 	test	Petra	447-447	IGLS_XXI_4 63; 	child of Ἰάσων	2018-03-14 	
Διονύσιος 	test	Palmyra-Tadmur	75-125	IGLS_XVII.1 38b; 		2018-03-14 	
Διονύσιος 	Egypt	Hermopolis-Schmun-Al Ashmunin	264-264	SB X 10299, 159		2018-03-14 	
Διονύσιος 	V6	Hierapolis-Bambike	P1B_1A	PIR2 D 101	child of Ἄρειος Ἄρειος	2018-03-14 	
Διονύσιος 	Egypt	Alexandria	P1B_1A	PIR2 D 101	child of Ἄρειος Ἄρειος	2018-03-14 	
Διονύσιος 	V6	Askalon-	PS6A	JoMosch +Prat. 180		2018-03-14 	
Διονύσιος 	V6	Tripolis	304-304	Eus +MP 3. 3; DCB (9)		2018-03-14 	
Διονύσιος 	V6	Doura-Europos	222-222	PDura 101 xxvi 11		2018-03-14 	
Διονύσιος 	V6	Tripolis	imperial	Bull._soc._Antiq. 1902 p. 197; (MFOBeyrouth 2 (1907) p. 315 no. 112)		2018-03-14 	
Διονύσιος 	V6	Berytos,Delos	PS2B	EAD XXX 127		2018-03-14 	
Διονύσιος 	V6	Marisa	-138--137	SEG VIII 253a, 3		2018-03-14 	
Διονύσιος 	V6	Seleukeia	PS6A	VSimiun 15		2018-03-14 	
Διονύσιος 	V6	Seia	PS1A	SEG XXXVIII 1669		2018-03-14 	
Διονύσιος 	V6	Al Mashafra-Qatna	528-529	SEG LX 1668, 5		2018-03-14 	
Διονύσιος 	V6	Pagrai	imperial	IGLS_III_1 739, 2		2018-03-14 	
Διονύσιος 	V6	Antioch	P1-2A	IGLS_III_1 898	child of Ἀντιοχίς	2018-03-16 	
Διονύσιος 	V6	Antioch	imperial	IGLS_III_1 917		2018-03-16 	
Διονύσιος 	V6	Antioch	-93--92	IGLS_III_2 1071d; IGLS_IV p. 358		2018-03-19 	
Διονύσιος 	V6	Seleukeia	-159--158	IGLS_III_2 1213c; IGLS_III_2 1213d		2018-03-20 	
Διονύσιος 	V6	Seleukeia	PF2A	IGLS_III_2 1213j		2018-03-20 	
Διονύσιος 	V6	Antioch,Athens	PS2B	SEG XLII 157; FRA 743		2018-03-22 	
Διονύσιος 	V6	Ammattha	289-294	IGLS_II 321		2018-03-27 	
Διονύσιος 	V6	Lydda	PS4A	SEG LVI 1902		2018-03-29 	
Διονύσιος 	V6	Ioudaia-Palaistine	-158--157	SEG LXI 1460	child of Λυσίας	2018-04-05 	
Διονύσις 	V6	Syria	568-568	Chabot_Doc_Monophys p. 171, 12; 		2018-03-14 	
Διονύσις 	V6	Antioch,Anazarbos	P1-2A	IAnazarbos 34; 		2018-03-14 	
Διονύσις 	V6	Sidon	imperial	Berytus 16 (1966) p. 30 pl. VI no. 3		2018-03-14 	
Διονύσις 	V6	Sykamina	449-449	Flemming_Akt_ephes_Synode p. 8, 8		2018-03-14 	
Διονύσις 	V6	Diokleion M.	325-325	IGLS_IV 1412	child of Αβεδραψας	2018-03-14 	
Διονύσις 	V6	Kaisareia	P6A	CIIP_II 1343; SEG LXII 1650		2018-04-06 	
Διονύσις 	V6	Petra	imperial	Studies_Jordan 11 (2013) p. 552 no. 6; 		2018-03-14 	
Διονύσις 	V6	Petra	-100-100	BES 1967, no. 75 (12); 		2018-03-14 	
Διονύσις 	V6	Zoara	501-550	IPalTertia_Ia 317; 	child of Σαμμασεος	2018-03-14 	
Διονυσόδωρος 	V6	Syria,Delphi	-121--108	SGDI 2155; 		2018-03-14 	
Διονυσόδωρος 	V6	Syria,Corniclanum-Ajdabya	P1A	SEG IX 778	child of Ἀντίοχος	2018-03-14 	
Διονυσόδωρος 	V6	Berytos,	PS2B	ID 2611 a; 		2018-03-14 	
Διόνυσος 	V6	Wādī Ḥajjāj	200-500	IWadi_Haggag 82; 		2018-03-14 	
Διοπείθης 	V6	Sidon	-96--96	Lidzbarski_Handbuch Auswahl II.1.D.b.4; RÉS III 1215		2018-03-14 	
Διοπείθης 	V6	Askalon-,	-199--1	EAD XXX 241; 	child of Διονύσιος	2018-03-14 	
Διοπείθης 	V6	Askalon-,	-199--1	EAD XXX 436 bis; 		2018-03-14 	
Διοπείθης 	V6	Askalon-,	100-150	SB 11850; 		2018-03-14 	
Διοπείθης 	V6	Sidon	87-87	SEG LV 1653, 4; 	child of Ἀγαθήμερος	2018-03-14 	
Δῖος 	V6	Pella-Apameia	356-357	IGLS_IV 1760	child of Μαρεας	2018-03-14 	
Δῖος 	V6	Syria	P4_5A	SEG LV 1698 D.4		2018-03-14 	
Δῖος 	V6	Suḥmātā--	555-555	SEG VIII 21, 5; ; (CBCMPIPT 274)		2018-03-14 	
Δῖος 	V6	Edessa	449-449	Flemming_Akt_ephes_Synode pp. 32, 11; 36, 33		2018-03-14 	
Δῖος 	V6	Samaria-Sebaste-Samirah	imperial	CrowfootObjectsfromSamaria p. 38 no. 22, 1		2018-03-14 	
Δῖος 	V6	Adraa	byzantine	IGLS_XIII_2 9930; 	child of Ἀουῖτος	2018-03-14 	
Δῖος 	V6	Doura-Europos	195-195	PDura 100 xxxiv 4	child of Ιεραιος	2018-03-14 	
Δῖος 	V6	Chasa	388-388	SEG XX 375, 5		2018-03-14 	
Δῖος 	V6	Doura-Europos	212-212	PDura 101 ix 28		2018-03-14 	
Διοσβιθνιος 	V6	Doura-Europos	235-240	SEG VII 397		2018-03-14 	
Διοσκορίδης 	V6	Doura-Europos	imperial	SEG VII 662, 1	child of Κρατέας	2018-03-14 	
Διόσκορος Σιλβανός 	V6	Hermopolis-Schmun-Al Ashmunin	263-263	Stud_Pal XX 66, 22		2018-03-14 	
Διόσκορος 	V6	Hermopolis-Schmun-Al Ashmunin	266-266	Stud_Pal V 119 recto i, fr. 1, 7		2018-03-14 	
Διόσκορος 	V6	Hermopolis-Schmun-Al Ashmunin	83-84	PFlor_III 386, col. 3, 33		2018-03-14 	
Διόσκορος 	V6	Berytos	P2-3A	CIL III 6042, 6		2018-03-14 	
Διόσκορος Μῶρος 	Egypt	Hermopolis-Schmun-Al Ashmunin	264-264	SB X 10299, 159	child of Ἀπολλώνιος	2018-03-14 	
Διόσκορος 	V6	Antioch	imperial	IGLS_III_1 849	child of Εὐδαίμων	2018-03-16 	
Διόσκορος 	V6	Gat	PS1A	SEG XLIX 2042, 3		2018-03-21 	
Διοσκουρίδης 	V6	Tyre,Rhodes	P1B-1A	ASAA 2 (1916) p. 163 no. 101	child of Ἡρακλείδης	2018-03-14 	
Διοσκουρίδης 	V6	Tyre,Athens	P3_2B	IG II<2> 2315; HabichtAthenhellZeit pp. 118-19		2018-03-14 	
Διοσκουρίδης 	V6	Sidon	imperial	Renan_Phénicie p. 492 no. 8; 		2018-03-14 	
Διοσκουρίδης 	V6	Laodikeia	PS1A	IGLS_IV 1263, 9		2018-03-14 	
Διοσκουρίδης 	V6	Sidon	imperial	Berytus 56 (2016) pp. 169-70 no. 41, 1; 		2018-03-14 	
Διοσκουρίδης 	V6	Berytos,	-125--100	ID 2611 b; 	child of Ἰσαγόρας	2018-03-14 	
Διοσκουρίδης 	V6	Tyre,Syros	imperial	IG XII (5) 712. 7; 		2018-03-14 	
Διοσκουρίδης 	V6	Tyre,Lebadeia	-80--80	(BCH 25 (1901) pp. 366-9 no. 19 A); NouveauChoix 22	child of Ἡράκλειτος	2018-03-14 	
Διοσκουρίδης 	V6	Antioch	imperial	IGLS_III_1 919	child of Θεόδωρος,child of Ἑρμιόνη	2018-03-16 	
Διοτίμα 	V6	Sidon	imperial	Renan_Phénicie p. 384 no. 4, 1; 		2018-03-14 	
Διότιμος 	V6	Berytos	-85--84	SEG LII 1568, 2		2018-03-14 	
Διότιμος 	V6	Tyre	P4B	FVS 76; RE (21); DPhA D 208		2018-03-14 	
Διότιμος 	V6	Sidon	92-92	IGLS_XI 7; 	child of Εὐπρέπιος	2018-03-14 	
Διότιμος 	V6	Sidon	P3B	Waddington_ISyrie 1866 c, 2; BE 1977, no. 537	child of Αβδουβαστις	2018-03-14 	
Διότιμος 	V6	Sidon	-235--220	Steinepigramme 4 pp. 274-5 no. 20/14/01 a, 3; ; Steinepigramme 4 pp. 274-5 no. 20/14/01 b, 2	child of Διονύσιος	2018-03-14 	
Διουθος? 	V6	Tyre	byzantine	ITyr_II 149; 		2018-03-14 	
Διοφάνης 	V6	Cassius M.	P1A	IGLS_III_2 1225, 6		2018-03-21 	
Διόφαντα 	V6	Tyre	byzantine	ITyr_I 144, 3; 		2018-03-14 	
Διοφάντα 	V6	Tyre	byzantine	ITyr_I 212 c, 2; 		2018-03-14 	
Διόφαντος 	V6	Antioch,Iasos	PF2B	IIasos 199; 		2018-03-14 	
Διόφαντος 	V6	Tyre	P2A	AchTat v 10. 7		2018-03-14 	
Διόφαντος 	V6	Antioch,Lindos	P2_1B	ILind 275; 		2018-03-14 	
Διόφαντος 	V6	Arabia	300-370	RE (16); PLRE I (1); SeeckLibanius p. 123 no. 1		2018-03-14 	
Διόφαντος 	V6	Tyre	P2_1B	HE 4468		2018-03-14 	
Διόφαντος 	V6	Byblos	imperial	MFOBeyrouth 1 (1906) p. 140 no. 13, 6		2018-03-14 	
Διόφαντος 	V6	Emesa	imperial	IGLS_V 2333, 4		2018-03-14 	
Διόφαντος 	V6	Gaza	275-325	CIIP_III 2617; 		2018-03-14 	
Διόφαντος 	V6	Raphia	223-224	CIIP_III 2627; 		2018-03-14 	
Διόφαντος 	V6	Adraa	imperial	IGLS_XIII_2 9796; 		2018-03-14 	
Διόφαντος 	V6	Tyre	imperial	ITyr_II 43, 4; 		2018-03-14 	
Διόφαντος 	V6	Tyre	300-600	ITyr_II 101, 2; 		2018-03-14 	
Διόφαντος 	V6	Askalon-,	-199--1	EAD XXX 436 bis; 	child of Διοπείθης	2018-03-14 	
Διόφαντος 	V6	Sidon	imperial	IMnBeyrouth 203; 		2018-03-14 	
Διόφαντος 	V6	Sidon,	hellenistic	SEMA 1428; FRA 6675		2018-03-14 	
Διόφαντος 	V6	Damaskos,	P1B	IG II<2> 8468; FRA 1457		2018-03-14 	
Διόφαντος 	V6	Tyre,	-119--118	ID 2598 I; 		2018-03-14 	
Διόφαντος 	V6	Tyre,	P2B	ID 1937; 		2018-03-14 	
Διόφαντος 	V6	Berytos,	P2B	ID 1781; 		2018-03-14 	
Διόφαντος 	V6	Sidon,Thermos	P3B	IG IX (1)<2> (1); 		2018-03-14 	
Διόφαντος 	V6	Rehoboth	P5-6A	SEG XXXVIII 1610		2018-03-14 	
Διόφαντος 	V6	Rehoboth	byzantine	SEG XXXVIII 1630		2018-03-14 	
Διόφαντος 	V6	Antioch	byzantine	IGLS_III_2 1057		2018-03-19 	
Διόφαντος 	V6	Gadara	PF3A	SEG LII 1622	child of Γαϊανός	2018-03-23 	
Διόφαντος 	V6	Mt. Karmel	P2-3A	SEG LXII 1671.17, 2		2018-04-09 	
Διόφαντος 	V6	Mt. Karmel	P2-3A	SEG LXII 1671.56, 3		2018-04-09 	
Διοφᾶς 	V6	Byblos	imperial	DunandFouillesdeByblos 1 1157; &Syria 31 (1954) p. 68 n. 2		2018-03-14 	
Δίσκος 	V6	Hermopolis-Schmun-Al Ashmunin	263-263	Stud_Pal XX 66, 11	child of Εὐδαίμων	2018-03-14 	
Δισους 	V6	Marsya	imperial	IGLS_IV 1390		2018-03-14 	
Διφίλα 	V6	Antioch	imperial	IGLS_III_2 1242.20	child of Ἡράκλειτος Θεόδοτος	2018-03-21 	
Διφιλιανός 	V6	Doura-Europos	P3A	SEG VII 341, 4; (IMDamas p. 13 no. 19)		2018-03-29 	
Διφιλιανός 	V6	Marsya	288-289	IGLS_IV 1381		2018-03-14 	
Διφιλίδης 	V6	Samaria-Sebaste-Samirah	P2B	SEG VIII 96, 2		2018-03-14 	
Δίφιλος 	V6	Emesa	imperial	SEG XLIX 1997; =IGLS_V 2331bis		2018-03-14 	
Δίφιλος 	V6	Doura-Europos	imperial	TEAD 5 p. 165 no. 492	child of Ζηνόδωρος	2018-03-14 	
Δίφιλος 	V6	Tyre	byzantine	ITyr_II 181; 		2018-03-14 	
Δίφιλος 	V6	Petra	533-563	PPetra III 35, 12		2018-03-14 	
Δίφιλος 	V6	Laodikeia	P1B-1A	RE (18)		2018-03-14 	
Δίφιλος 	V6	Gaza	538-538	PPetra I 2, [13], 36, 48, 53, 61, 116, 121, 133, 164, 190, 199, 219, 273, 274, 291, 298, 310, 349, 351, 436, 440, 472, 625		2018-03-14 	
Δίφιλος 	V6	Petra	538-538	PPetra I 3, 2; PPetra I 5, 7, 11, 12; PPetra III 35, 18; PPetra III 36, 7, 188		2018-03-14 	
Δίφιλος 	V6	Augustopolis	559-559	PPetra III 25, 9		2018-03-14 	
Δίφιλος 	V6	Petra	582-592	PPetra III 29, 292	child of Γέσσιος	2018-03-14 	
Δίφιλος 	V6	Seleukeia	P1B-1A	IGLS_III_2 1242.1		2018-03-21 	
Δίων 	V6	Gaza	PM2B	DPhA D 165		2018-03-14 	
Δίων 	V6	Antioch	PF3B	(SEG XXXVII 1010); GraingerSPG p. 88; MaAntiochos pp. 288-90 no. 4		2018-03-14 	
Δίων 	V6	Tyre,Philadelpheia-Kôm el Kharâba el Kebîr-	PF3B	SB 11659; Lada E2533		2018-03-14 	
Δίων 	V6	Tyre	P2_1B	HE 4393; 4402; 4413; 4475		2018-03-14 	
Δίων 	V6	Sidon,Kos	P1B	IG XII (4) 2324; 		2018-03-14 	
Δίων 	V6	Palmyra-Tadmur	186-188	PAT 45; ; PAT 46		2018-03-14 	
Δίων 	V6	Palmyra-Tadmur	P1B	PAT 1564; 		2018-03-14 	
Δίων 	V6	Palmyra-Tadmur	imperial	PAT 2674; 		2018-03-14 	
Δίων 	V6	Palmyra-Tadmur	imperial	PAT 2674; 	grandchild of Δίων	2018-03-14 	
Δίων 	V6	Palmyra-Tadmur	188-188	Stud_Palm 12 (2013) p. 340 no. 11b; 		2018-03-14 	
Δίων 	V6	Palmyra-Tadmur	188-188	Stud_Palm 12 (2013) p. 340 no. 11b, e; 	grandchild of Δίων	2018-03-14 	
Δίων 	V6	Zorava	imperial	IGLS_XV_1 209; 	other relative of Μονενος	2018-03-14 	
Δίων 	V6	Tyre	imperial	Berytus 56 (2016) p. 184 no. 102; 		2018-03-14 	
Δίων 	V6	Gerasa	P3A	IGerasa 233, 2; 		2018-03-14 	
Δίων 	V6	Arka-Kaisareia near Libanon	imperial	IGLS_VII 4060; ; IGLS_VII 4061		2018-03-14 	
Δίων 	test	Palmyra-Tadmur	-323--31	IGLS_XVII.1 2; 		2018-03-14 	
Δοαι 	V6	‘Irāq	P5-6A	SEG LVII 1913	child of Εσαεος	2018-04-02 	
Δοβαβος 	V6	Nessana--	P6A	PNess 31, 34		2018-03-14 	
Δοβεβος 	V6	Ṣabḥa	100-600	IGLS_XXI_5 630; 		2018-03-14 	
Δοβος 	V6	Remmona	imperial	IGLS_XIII_2 9613; 		2018-03-14 	
Δοεβος 	V6	Kanatha	511-511	IGLS_XIII_2 9803; 		2018-03-14 	
Δοεβος 	V6	Kanatha	511-511	IGLS_XIII_2 9803; 	child of Ρασσος	2018-03-14 	
Δοεβος 	V6	Motho	551-573	IMoab 310; 		2018-03-14 	
Δοκος 	V6	Umm al Jimāl	100-600	IGLS_XXI_5 477; 		2018-03-14 	
Δολαβζα 	V6	Persia--	590-591	PLRE III (-)		2018-03-14 	
Δομανως 	V6	Sidon	-299--250	CIS_I 115; FRA 6676		2018-03-14 	
Δομεστική 	V6	Palmyra-Tadmur,Potaissa-Turda	131-270	CIL III 907	spouse of Βωλας	2018-03-14 	
Δομεστικός 	V6	Gaza	229-230	CIIP_III 2474; 		2018-03-14 	
Δομεστικός 	V6	Gaza	229-230	CIIP_III 2474; 	child of Ἀμμώνιος	2018-03-14 	
Δομετία 	V6	Doura-Europos	P2A	SEG VII 461, 19		2018-03-14 	
Δομετία 	V6	Chasa	397-398	IGLS_IV 1522, 9	spouse of Ἀντωνῖνος	2018-03-14 	
Δομετία 	V6	Sinai	P6A	DOP 20 (1966) p. 264 no. 16b, 6; 	spouse of Πρόκλος	2018-03-14 	
Δομετιανός 	V6	Burj Qā‘ī	PS2A	IGLS_V 2095, 5		2018-03-14 	
Δομετιανός 	V6	Gaza	457-458	CIIP_III 2471; BE 2013 no. 517		2018-03-14 	
Δομετιανός 	V6	Khirbat al-Samrā	PF7A	SEG XLVIII 1935, 2		2018-03-20 	
Δομετιάς 	V6	Gaulanitis--	200-699	(Gregg-Urman_Golan 148, 1); ; SEG XLVI 2000.1	child of Αβωνος	2018-03-14 	
Δομετίη 	V6	Dion	imperial	IGLS_XIV_1 272, 2	child of Ῥουφῖνος	2018-03-14 	
Δομέτιος 	V6	Sidon	P2-3A	SEG LI 1997, 1; 		2018-03-14 	
Δομέτιος 	V6	Mothana	imperial	SEG VII 1189, 2		2018-03-14 	
Δομέτιος 	V6	Androna-Andarna	byzantine	IGLS_IV 1691; IGLS_IV 1693	child of Μαρεας	2018-03-14 	
Δομέτιος 	V6	Doura-Europos	202-202	PDura 100 vi 30		2018-03-14 	
Δομέτιος 	V6	Doura-Europos	214-214	PDura 100 ix 23		2018-03-14 	
Δομέτιος 	V6	Doura-Europos	216-216	PDura 100 x 10		2018-03-14 	
Δομέτιος 	V6	Doura-Europos	215-215	PDura 100 xv 3		2018-03-14 	
Δομέτιος 	V6	Doura-Europos	215-215	PDura 100 xxvi 6		2018-03-14 	
Δομέτιος 	V6	Pella-Apameia	533-533	SEG XXVI 1627, 6; SEG XL 1751		2018-03-14 	
Δομέτιος 	V6	Sidon	imperial	SEG ΙΙ 843; 		2018-03-14 	
Δομέτιος 	V6	Sidon	imperial	Renan_Phénicie p. 382 no. 3, 1; 		2018-03-14 	
Δομέτιος 	V6	Bersabe-Beersheba	P2-3A	IPalTertia_west 6, 2; (SEG LXIII 1544)		2018-04-10 	
Δομέτιος 	V6	Tripolis	byzantine	MUSJ 19 (1935) p. 132		2018-03-14 	
Δομέτιος 	V6	Kaperkoraon	PS6A	IGLS_I 697; (Mango_Treasures 36)		2018-03-14 	
Δομέτιος 	V6	Zoara	331-366	IPalTertia_Ia 25; 	child of Παῦλος	2018-03-14 	
Δομέτιος 	V6	Zoara	386-386	IPalTertia_Ia 52; 		2018-03-14 	
Δομέτιος 	V6	Sidon	imperial	IMnBeyrouth 204; 		2018-03-14 	
Δομέτιος 	V6	Nihatha	imperial	IMnBeyrouth 358 b, 4; 		2018-03-14 	
Δομέτιος 	V6	Laodikeia near Libanon	byzantine	IMnBeyrouth 394, 4; 		2018-03-14 	
Δομέτιος 	V6	Doura-Europos	196-196	PDura 101 xliv 12	child of Βαρσεμεας,=? Δομέτιος	2018-03-14 	
Δομέτιος 	V6	Doura-Europos	202-202	PDura 100 xxxiv 28; PDura 101 xxxiv 26	child of Βαρναιος	2018-03-14 	
Δομέτιος 	V6	Doura-Europos	196-196	PDura 100 xliii 23	child of Βαρβαεσσαμην	2018-03-14 	
Δομέτιος 	V6	Doura-Europos	220-220	PDura 101 xvi 3		2018-03-14 	
Δομέτις 	V6	Amida-Ad Tygrem-,Arabissos	PS4A	Bedjan_Acta 6 pp. 536-56; (BHO 263); BHO 57 (1939) p. 89	child of Ἑλλαδικός	2018-03-14 	
Δομέτις 	V6	Gurgan--	424-424	Chabot_Synod_Orient p. 43, 19; 		2018-03-14 	
Δομέτις 	V6	Maktabah	byzantine	IGLS_II 339		2018-03-27 	
Δόμετους 	V6	Wādī Ḥajjāj	byzantine	IWadi_Haggag 58; 		2018-03-14 	
Δομθηχος 	V6	Saba-Philippopolis	249-250	IGLS_XV_2 449; 	child of Χασετος	2018-03-14 	
Δομιτία 	V6	Samaria-Sebaste-Samirah	imperial	CrowfootObjectsfromSamaria p. 38 no. 16		2018-03-14 	
Δομιτία 	V6	Sidon	imperial	IMnBeyrouth 205, 3; 		2018-03-14 	
Δομιτία 	V6	Damaskos,Alexandria	imperial	BrecciaIscriz 498	child of Ἰοῦστος	2018-03-14 	
Δομιτία 	V6	Ioudaia-Palaistine	imperial	SEG XXVIII 1453	child of Λογγῖνος	2018-03-14 	
Δομιτιανός 	V6	‘Urmān	imperial	PEQ 27 (1895) p. 348 no. 170, 3; (ISyrie 2016); (Steinepigramme IV p. 416 no. 22/40/03)	child of Θεμος	2018-03-14 	
Δομιτιανός 	V6	Gadara,Rome	209-209	CIL VI 2385 b i, 10		2018-03-14 	
Δομιτιανός 	V6	Chasp(h)o-	imperial	Gregg-Urman_Golan 88; (SEG XLVI 1947)		2018-03-14 	
Δομιτιανός 	V6	Saba-Philippopolis	226-227	IGLS_XV_2 450; 		2018-03-14 	
Δομιτιανός 	V6	Tyre	byzantine	ITyr_I 33 a, 1; 		2018-03-14 	
Δομιτιανός 	V6	Tyre	byzantine	ITyr_I 33 c, 2; 		2018-03-14 	
Δομιτιανός 	V6	Bostra	400-401	IGLS_XIII_2 9661; 		2018-03-14 	
Δομιτιανός 	V6	Hippos---	P4A	Gregg-Urman_Golan 14, 3; BE 1997, no. 648; (SEG XXVIII 1427)		2018-03-14 	
Δομιτιανός 	test	Palmyra-Tadmur	-31-310	IGLS_XVII.1 33; 		2018-03-14 	
Δομιτιανός 	V6	Doura-Europos	225-225	PDura 105 b i 8		2018-03-14 	
Δομιτιανός 	V6	Gadara,Rome	201-225	CIL VI 2385 b; (CBI 916)		2018-03-14 	
Δομιτιανός 	V6	Phoenicia,Syria	byzantine	BCH 3 (1879) p. 268 no. 28		2018-03-14 	
Δομιτιανός 	V6	Zoara	350-351	IPalTertia_Ic 1, 2		2018-03-14 	
Δομιτιανός 	V6	Zoara	514-514	IPalTertia_Ic 48, 3		2018-03-14 	
Δομιτιανός 	V6	Gerasa	PS2A	SEG XXXVI 1362, 4; SEG XXXVI 1363, 3; (Jerash pp. 477-8)		2018-03-14 	
Δομιτιανός 	V6	Antioch	206-206	RMD 189	child of Γουρατος	2018-03-16 	
Δομιτιάς 	V6	Gaulanitis--	200-699	(Gregg-Urman_Golan 132, 1); ; SEG XLVI 1932.1	child of Κλαύδιος	2018-03-14 	
Δομιτίλλα 	V6	Jerusalem	200-500	CIIP_I.2 924; 		2018-03-14 	
Δομίτιλλα 	V6	Mt. Karmel	P3-4A	SEG LXII 1671.80		2018-04-09 	
Δομίτιον 	V6	Amathe/Epiphaneia	179-179	IGLS_V 2063		2018-03-14 	
Δομίτιος 	V6	Doura-Europos	223-225	PDura 67 viii 20		2018-03-14 	
Δομίτιος 	V6	Doura-Europos	202-202	PDura 98 iii 10; PDura 101 xii 9		2018-03-14 	
Δομίτιος 	V6	Doura-Europos	216-216	PDura 98 iv 9		2018-03-14 	
Δομίτιος 	V6	Berytos	211-222	CIL III 168, 1		2018-03-14 	
Δομίτιος 	V6	Antioch	PF4A	Syringes 1848		2018-03-14 	
Δομίτιος 	V6	Sidon	imperial	Renan_Phénicie p. 374 no. 2		2018-03-14 	
Δομίτιος 	V6	kome Taousa--,Narbo-Narbo Martius-Narbonne	527-527	IG XIV 2517; 		2018-03-14 	
Δομίτιος 	V6	Doura-Europos	164-165	SEG VII 554, 1	child of Σαλμανης	2018-03-14 	
Δομίτιος 	V6	Tyre	byzantine	ITyr_I 157; 	child of Εὐσεβία	2018-03-14 	
Δομίτιος 	V6	Tyre	P5-6A	ITyr_II 140; 		2018-03-14 	
Δομίτιος 	V6	Doura-Europos	214-214	PDura 102 vii 14		2018-03-14 	
Δομίτιος 	V6	Tyre	194-198	SEG XXXVII 1463, 6		2018-03-14 	
Δομίτιος 	V6	Doura-Europos	216-216	PDura 101 xxi 9		2018-03-14 	
Δομίτιος 	V6	Doura-Europos	196-201	PDura 101 xxii 5		2018-03-14 	
Δομίτιος 	V6	Doura-Europos	215-215	PDura 101 xxx 15		2018-03-14 	
Δομίτιος 	V6	Doura-Europos	214-214	PDura 102 vi 13		2018-03-14 	
Δομίτιος 	V6	Betholetepha-Pella-Bet Nattif	P3A	SEG LXI 1422.2		2018-04-04 	
Δομίτις 	V6	Madaba	imperial	IGLS_XXI_2 121; 		2018-03-14 	
Δόμνα 	V6	Doura-Europos	250-256	TEAD 9 (1) p. 212 no. 940 I ii 14		2018-03-14 	
Δόμνα 	V6	Adraa	imperial	IGLS_XIV_1 83, 1	child of Ζηνόδωρος	2018-03-14 	
Δόμνα 	V6	Aire	PS2A	IGLS_XIV.2 549, 3; IGLS_XIV.2 550, 3; IGLS_XIV.2 551, 3; IGLS_XIV.2 552, [3]	grandchild of Φιλωναῖος	2018-03-14 	
Δόμνα 	V6	Batanaia	imperial	IGLS_XIV.2 616, 1	child of Οὐάλης	2018-03-14 	
Δόμνα 	V6	Sidon	imperial	RevBibl NS 1 (1904) p. 398 no. 6, 1; 		2018-03-14 	
Δόμνα 	V6	Byblos	imperial	MFOBeyrouth 1 (1906) p. 140 no. 13, 1	child of Διονυσιόδωρος	2018-03-14 	
Δόμνα 	V6	Emesa,Rome	170-217	RE s.v. Iulius (566); PIR2 I 663; DPhA I 42	child of Βασσιανός	2018-03-14 	
Δόμνα 	V6	Emesa	196-196	IGLS_V 2396, 4		2018-03-14 	
Δόμνα 	V6	Chasa	378-378	IGLS_IV 1506, 4	child of Ἀγρίππας	2018-03-14 	
Δόμνα 	V6	Askalon-	605-606	CIIP_III 2321; 		2018-03-14 	
Δόμνα 	V6	Eboda	imperial	IPalTertia_west 150, 1		2018-03-14 	
Δόμνα 	V6	Wādī Ḥajjāj	byzantine	IWadi_Haggag 188; 		2018-03-14 	
Δόμνα 	V6	Wādī Ḥajjāj	byzantine	IWadi_Haggag 188; 		2018-03-14 	
Δόμνα 	V6	Besara-Beth She‘arim	200-400	Beth_Shearim_III p. 245 no. 20; 		2018-03-14 	
Δόμνα 	V6	Paneas-Kaisareia-Banias-	221-222	IGLS_XI pp. 104-5 A.17, 15; 	child of Ἀγρίππας	2018-03-14 	
Δόμνα 	V6	Emmatha	byzantine	SEG XLVII 2036	spouse of Ἑρμογένης	2018-03-16 	
Δόμνα 	V6	Antioch	imperial	IGLS_III_1 920		2018-03-16 	
Δομνᾶς 	V6	Elousa	byzantine	SEG XLVI 1842		2018-03-14 	
Δόμνη 	V6	Gasima	imperial	IGLS_XIV.2 453, 2	spouse of Ἀρχέλαος	2018-03-14 	
